"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"czas";0,000705792239753219;0,00213036676048211;0,00202404244493164;0,00417116855205506;0;0,00218740020131391;0,000953655425907542;0,00107175858629192;0;0,00218138850072137;0,000993561607892943;0;0;0;0;0;0;0,00801731098317076;0
"czas,";0;0;0,00245675138081266;0;0;0,00177002166412881;0;0;0;0,00264773558709492;0;0;0;0;0;0;0;0,00973128793698522;0
"czasie";0,00150246931174979;0;0,00172348829465855;0,00236785553995882;0,000915790818590346;0,00248345163718516;0,0032481808230949;0,00091261098935913;0;0,000928734858429079;0;0;0,00425065172402312;0;0;0,00871266182106396;0,00219636739500359;0;0
"czasie,";0;0,00249074195816226;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"czasów";0;0;0;0;0;0,00767226971679587;0;0;0,0477636399035821;0;0;0;0;0;0;0;0;0;0
"czasu";0,000548998700985511;0;0,00157439627473878;0;0,00167313889824156;0,00340292738122673;0;0,00166732938817822;0;0;0,0015456787461223;0;0;0;0;0;0,00401273702335928;0;0
"czasu,";0;0;0,00291034427619938;0;0;0,00629046853398999;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"czasu.";0;0;0;0;0;0,0179019626725237;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"czego";0,000733993680852219;0,00295398683827642;0;0;0;0;0,00198352154331228;0;0;0,0022685505518919;0;0;0,00519137309583888;0;0;0;0;0;0
"czegoœ";0;0;0,00354964755567605;0;0;0;0;0;0;0;0,00696980153099482;0;0;0;0;0;0;0;0
"czeka";0,00171335938524664;0;0,00491350276162532;0;0;0;0,00231506438047743;0;0;0;0,0048238787842137;0;0;0;0;0;0;0;0
"czekaj¹";0,000733993680852219;0,00147699341913821;0;0;0;0;0,00198352154331228;0;0;0,0022685505518919;0,0020665229812835;0;0;0;0;0;0;0;0
"czemu";0;0;0,0070992951113521;0;0;0;0;0;0;0;0,00696980153099482;0;0;0;0;0;0;0;0
"czerwony";0,00123777725359893;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"czêsto";0;0;0;0;0;0,00255742323893196;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"czêœci";0;0;0;0;0;0,00419364568932666;0;0;0;0;0;0;0;0,042269285916229;0;0;0;0;0,020804414161894
"czêœæ";0;0;0;0;0;0,00419364568932666;0;0,0030821354313917;0;0;0;0;0;0,042269285916229;0;0;0;0;0
"cz³onków";0,0010148494713119;0,00408430216675219;0;0;0;0;0;0,0030821354313917;0;0;0;0;0;0;0;0;0;0;0
"czole";0,00123777725359893;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czterech";0;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0,0087545215995784;0;0;0;0;0;0
"cztery";0,0020296989426238;0;0;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0,00735625694122218;0;0;0
"czuje";0,0010148494713119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00741772984045245;0,0115279870680625;0
"czu³";0;0;0;0;0;0,00255742323893196;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"czwórka";0,0020296989426238;0;0;0;0;0,00419364568932666;0;0;0;0;0;0;0;0;0;0;0;0;0,010402207080947
"czy";0,00176448059938305;0,00142024450698807;0,00202404244493164;0,00278077903470337;0,00107549293676681;0,00145826680087594;0,00190731085181508;0,00321527575887577;0;0;0;0;0;0;0;0;0,00257938556700898;0;0,00361718522873525
"czyli";0;0,00249074195816226;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"czym";0,00164699610295653;0,00220946716470243;0;0;0,00334627779648312;0;0;0,00166732938817822;0;0;0,00463703623836689;0;0;0,0228662316093013;0;0;0,00401273702335928;0;0
"czymœ";0;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"czyta";0;0,00408430216675219;0;0;0,00309287457923627;0;0;0;0;0,00313659012099226;0;0;0;0;0;0;0;0;0
"æwiczy";0;0;0;0;0;0;0,00334493049788217;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"daæ";0;0,00612645325012829;0;0,00399844596504869;0;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0
"daj¹";0,00123777725359893;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"daje";0,000548998700985511;0,00331420074705364;0,00314879254947756;0;0,00167313889824156;0;0,00148359690153036;0,00333465877635644;0;0;0;0;0;0;0;0;0;0,0062362449843549;0
"dalej";0,00171335938524664;0,00172387079251809;0,00245675138081266;0;0;0;0;0;0;0;0,00241193939210685;0;0;0;0;0;0;0;0
"dalej,";0,00123777725359893;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"dalej.";0;0;0,0116413771047975;0;0;0;0;0;0;0,012546360483969;0;0;0,00717780326879361;0;0;0;0;0;0
"dalsze";0,00123777725359893;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"dalszej";0;0,00249074195816226;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"da³";0;0,00172387079251809;0,00245675138081266;0,00675053307340416;0;0;0;0;0;0;0,00241193939210685;0;0;0;0;0;0;0;0
"da³a";0,000733993680852219;0;0,00210491739732921;0;0,00223693312259724;0,00151653497524112;0;0;0;0;0,0020665229812835;0;0;0;0;0;0;0;0
"deana";0;0,00747222587448678;0;0;0,0113168206043331;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"decyduj¹";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012687216849389
"decyduje";0;0,0020421510833761;0;0;0,00618574915847254;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010402207080947
"decyduje,";0;0;0;0;0,00377227353477768;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"decyzji";0;0;0;0;0;0,00255742323893196;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"dementorami.";0;0,00249074195816226;0;0;0;0;0,00668986099576434;0;0;0;0;0;0;0;0;0;0;0;0
"dementorów.";0;0,00172387079251809;0;0;0,00261083334894725;0;0,00926025752190972;0,00260176795537452;0;0;0;0;0;0;0;0;0;0;0
"dementorzy";0;0,0020421510833761;0;0;0;0,00209682284466333;0,00548499487687421;0;0;0;0;0;0;0;0;0;0;0;0
"dementorzy,";0;0;0;0;0;0,00255742323893196;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"departamencie";0;0;0;0;0,00377227353477768;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"departamentu";0,0010148494713119;0;0;0;0;0,00419364568932666;0;0,0061642708627834;0;0;0;0;0;0;0;0;0;0;0
"diggory";0,00123777725359893;0;0;0;0;0,00511484647786391;0;0;0;0;0;0;0;0;0;0;0;0;0
"dla";0,00104323131726847;0,000419852603759581;0,00119669463454097;0;0,00254349730686408;0,000862185504413375;0,00112767826014932;0,00126733285949651;0;0,00193458584912542;0,00117486651352466;0;0;0;0;0,00453719167377757;0,00457510692453337;0,00948030814376612;0,00641587260120109
"dlaczego";0,00123777725359893;0;0,0106489426670281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dlatego";0,00109799740197102;0;0;0;0,00167313889824156;0;0,00148359690153036;0;0;0;0,0015456787461223;0;0,00388294499025871;0;0;0,00397948229664636;0,00401273702335928;0;0
"dlatego,";0,000856679692623318;0;0;0;0;0;0;0;0;0,00264773558709492;0;0;0;0;0;0,0186292335368253;0;0;0,00878096684938901
"d³ugim";0,00123777725359893;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"d³ugo";0;0,00408430216675219;0,00291034427619938;0;0;0;0;0;0;0;0;0;0;0;0;0,00735625694122218;0;0;0
"dni";0;0,00295398683827642;0,00631475219198762;0;0;0;0;0,00222916599369933;0;0;0,0020665229812835;0;0;0;0;0;0;0;0,00752343522873525
"dnia";0,000901481587049872;0,000604674765955743;0,00172348829465855;0,00118392776997941;0,000915790818590346;0;0,000812045205773726;0,00091261098935913;0,0115955278647984;0;0,00169205127640834;0;0,00212532586201156;0;0,00866479005281635;0;0;0;0
"dniach";0;0;0;0;0;0;0;0,0030821354313917;0;0;0,00285725859734166;0;0;0;0,0292633517881586;0;0;0;0
"dnie";0;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"dniu";0;0,00172387079251809;0;0;0;0,00177002166412881;0;0;0;0,00264773558709492;0;0;0;0;0;0,0062097445122751;0;0;0
"dobry";0;0;0,00354964755567605;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"dobrym";0;0,00249074195816226;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dobrze";0,00171335938524664;0;0;0;0,00261083334894725;0,00177002166412881;0,00463012876095486;0;0;0;0;0;0;0;0;0;0;0;0
"dobrze,";0;0;0;0;0;0;0,00334493049788217;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"dochodz¹";0;0;0;0;0;0;0,00231506438047743;0;0;0,00264773558709492;0,00241193939210685;0;0;0;0,0247025001477317;0;0;0;0
"dochodzi";0,00141158447950644;0,00213036676048211;0,00101202122246582;0,00278077903470337;0,00107549293676681;0,000729133400437971;0;0;0;0,00109069425036069;0;0;0;0;0;0;0,00257938556700898;0,00400865549158538;0,00361718522873525
"dociera";0,0020296989426238;0;0;0;0;0;0;0;0;0,00313659012099226;0;0;0;0;0;0;0;0;0,010402207080947
"docieraj¹";0,00405939788524761;0;0;0;0,00309287457923627;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"dodaje";0,00123777725359893;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dodatkowo";0;0;0;0;0,00377227353477768;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"dodatku";0,00123777725359893;0;0;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dok³adnie";0,00123777725359893;0;0;0;0;0,00511484647786391;0;0;0;0;0;0;0;0;0;0;0;0;0
"dolinie";0;0,00249074195816226;0;0;0;0,00767226971679587;0;0;0;0;0;0;0;0;0;0;0;0;0
"doliny";0;0,00249074195816226;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"dolores";0;0,00408430216675219;0;0;0;0,00419364568932666;0;0,0030821354313917;0;0;0;0;0;0;0;0;0;0;0
"dolores,";0;0,00249074195816226;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"do³¹cza";0,0010148494713119;0,0020421510833761;0;0;0;0;0;0;0,0391612501870945;0;0;0;0;0;0;0;0;0;0
"do³¹czaj¹";0;0,00249074195816226;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"dom";0;0;0;0;0,00618574915847254;0,00209682284466333;0;0,0061642708627834;0;0;0;0;0;0;0;0;0;0;0
"domem";0;0;0,00291034427619938;0;0,00309287457923627;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"domku";0;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0,00904715184803227;0;0
"domow¹";0,00123777725359893;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"domowe";0,0010148494713119;0;0;0;0,00309287457923627;0;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"domów";0,0010148494713119;0,0020421510833761;0,00291034427619938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"domów.";0,000856679692623318;0;0,00491350276162532;0,00337526653670208;0;0;0;0;0;0;0;0;0;0;0,0247025001477317;0;0;0;0
"domu";0,000475582131647708;0,00669899738811741;0,00272771041189855;0;0;0,00393048035730263;0;0,00288872109593423;0;0;0,00401693405614888;0;0,00672737204012715;0;0;0,00344731357304858;0;0;0
"domu,";0;0,00344774158503617;0,00245675138081266;0;0;0;0;0,00260176795537452;0;0;0,00241193939210685;0;0;0;0;0;0;0;0
"domu.";0,000633751910336292;0,00127527991773192;0,00181744810133599;0,00249694446354719;0,00193143439340584;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00649595708094699
"domyœla";0;0,00249074195816226;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dopiero";0;0;0;0;0;0,00209682284466333;0;0;0;0,00313659012099226;0;0;0;0;0;0;0;0;0,010402207080947
"doprowadza";0,00123777725359893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00904715184803227;0;0
"dormitorium";0,000856679692623318;0;0,00245675138081266;0;0;0,00177002166412881;0,00231506438047743;0;0;0;0;0;0;0;0;0;0;0;0
"dormitorium.";0,0010148494713119;0;0,00291034427619938;0;0;0,00419364568932666;0;0;0;0;0;0;0;0;0;0;0;0;0
"dosiadaj¹";0,00123777725359893;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"dostaæ";0;0,00408430216675219;0;0;0,00309287457923627;0;0;0;0;0;0;0;0;0,042269285916229;0;0;0;0;0
"dostaje";0,00190125573100887;0,00382583975319577;0;0;0,00386286878681168;0;0,00685052528412947;0,00577418407195288;0;0;0,00356859444790221;0;0;0;0;0;0;0;0
"dostali";0;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0,0175090431991568;0;0;0;0;0;0
"dosta³";0;0;0,0070992951113521;0;0;0;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"dosta³a";0;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"dostrzega";0,0036699684042611;0;0;0;0;0;0,00396704308662456;0;0;0;0;0;0;0;0;0,005320440382752;0,00536490088734324;0;0,00752343522873525
"dostrzega,";0,00123777725359893;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"doœæ";0;0;0,00291034427619938;0;0;0;0;0;0;0,00313659012099226;0;0;0,00717780326879361;0;0;0;0;0;0
"dotar³szy";0,00247555450719785;0;0;0;0;0;0;0;0,0477636399035821;0;0;0;0;0;0;0;0;0;0
"dotrzeæ";0,0020296989426238;0,0020421510833761;0;0;0;0,00419364568932666;0;0;0;0;0;0;0;0;0;0;0;0;0
"dowiaduj¹";0,000733993680852219;0,00147699341913821;0;0,00578378203770638;0;0,00303306995048224;0;0,00222916599369933;0;0;0;0;0;0;0;0;0;0;0
"dowiaduje";0,00141158447950644;0;0;0,00417116855205506;0,0107549293676681;0,000729133400437971;0,00476827712953771;0,0042870343451677;0;0;0,00298068482367883;0;0;0;0;0,00511601888705096;0,00515877113401796;0;0,00723437045747049
"dowie";0,0010148494713119;0;0,00291034427619938;0;0;0;0;0,0030821354313917;0;0;0;0;0;0;0;0;0;0;0
"dowiedzia³";0,000733993680852219;0,00295398683827642;0;0,00289189101885319;0;0,00151653497524112;0;0;0;0,0022685505518919;0;0;0;0;0;0;0;0;0
"dowiedziawszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0,0140602922659895;0
"dowiedzieæ";0,0010148494713119;0;0;0,00399844596504869;0;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0
"dó³";0;0,00249074195816226;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"draco";0,00171335938524664;0;0,00737025414243799;0;0;0,0177002166412881;0,00463012876095486;0;0;0;0;0;0;0;0;0;0;0;0
"dracona";0;0,00249074195816226;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"drive";0,000733993680852219;0,00295398683827642;0,00420983479465841;0;0;0,00151653497524112;0;0,00222916599369933;0;0;0;0;0;0;0;0;0;0;0
"drodze";0,00439198960788409;0;0,00787198137369389;0;0,00501941669472467;0;0,00296719380306072;0;0;0,00169678750457713;0,0015456787461223;0;0,00388294499025871;0;0;0;0;0;0
"drog¹,";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,00348490076549741;0;0;0;0;0;0;0;0
"drogê";0,00123777725359893;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"drogê,";0;0;0;0;0;0;0,00334493049788217;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"drogi";0,0020296989426238;0;0;0;0;0;0,00274249743843711;0;0;0;0;0;0,00717780326879361;0;0;0;0;0;0
"drugi";0;0;0,0070992951113521;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"drugiego";0,00371333176079678;0;0;0;0;0,00511484647786391;0;0;0;0;0;0;0;0;0;0;0;0;0
"drugiej";0,0010148494713119;0;0;0;0;0;0,00548499487687421;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"drugim";0;0;0;0;0,00522166669789451;0,00177002166412881;0;0;0;0,00264773558709492;0,00241193939210685;0;0;0;0;0;0;0;0
"dru¿yn";0,00123777725359893;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"dru¿yna";0;0;0;0,00399844596504869;0,00309287457923627;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0
"dru¿yny";0,000733993680852219;0;0,00420983479465841;0,00289189101885319;0,00223693312259724;0;0;0,00891666397479733;0;0;0;0;0;0;0;0;0;0;0
"drzew";0,00123777725359893;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"drzewo";0;0;0;0;0;0;0;0,00375917536278193;0;0;0;0;0;0,051554404975295;0;0;0;0;0
"drzwi";0,0030445484139357;0,00408430216675219;0;0;0;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0
"drzwi,";0;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"ducha,";0;0;0;0,00487676803820358;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"duchów";0,00123777725359893;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"dudley";0,000856679692623318;0,00172387079251809;0,00245675138081266;0;0;0;0;0,00520353591074904;0;0;0;0;0;0;0;0;0;0;0
"dumbledore";0,00713698311281165;0,00110473358235121;0,00629758509895511;0,00648906572696388;0,0167313889824156;0,00113430912707558;0;0,0116713057172475;0;0;0;0;0;0;0;0;0;0;0
"dumbledore'a";0,00220198104255666;0,00295398683827642;0;0,00578378203770638;0,00671079936779172;0;0;0,00222916599369933;0;0;0;0;0;0;0;0;0;0;0
"dumbledore'a,";0,000548998700985511;0,00220946716470243;0,00157439627473878;0,00432604381797592;0,0100388333894493;0,00113430912707558;0;0,00166732938817822;0;0;0;0;0;0;0;0;0;0;0
"dumbledore'a.";0,00146798736170444;0,00295398683827642;0;0;0,0111846656129862;0,00303306995048224;0;0,00222916599369933;0;0;0;0;0;0;0;0;0;0;0
"dumbledore'em";0;0;0,00354964755567605;0;0;0;0;0,00375917536278193;0;0;0;0;0;0;0;0;0;0;0
"dumbledore'em.";0,00123777725359893;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"dumbledore'owi,";0;0;0;0,00399844596504869;0;0;0,00274249743843711;0,0030821354313917;0;0;0;0;0;0;0;0;0;0;0
"dumbledore,";0,00371333176079678;0;0;0,00487676803820358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dumbledore.";0,00171335938524664;0,00172387079251809;0,00491350276162532;0;0;0;0,00231506438047743;0;0;0;0;0;0;0;0;0;0;0;0
"dumbledorze";0;0,00249074195816226;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"durmstrangu.";0,00123777725359893;0;0;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"dursley";0;0,00249074195816226;0,0070992951113521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dursleyowie";0,000856679692623318;0,00172387079251809;0,00245675138081266;0,00675053307340416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dursleyów";0,00123777725359893;0,00249074195816226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dursleyów.";0;0;0,00354964755567605;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"du¿o";0;0,0020421510833761;0;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0,010402207080947
"dwa";0;0;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0,00897217545150162;0;0;0
"dwadzieœcia";0;0;0,00354964755567605;0;0;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"dwanaœcie";0;0;0,00354964755567605;0;0;0;0,00668986099576434;0;0;0;0;0;0;0;0;0;0;0;0
"dwie";0,0010148494713119;0;0;0,00399844596504869;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0
"dworze";0;0,00249074195816226;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0
"dworzec";0,0010148494713119;0;0;0,00399844596504869;0;0;0,00274249743843711;0;0;0;0;0;0;0;0;0;0;0;0
"dwóch";0;0,00408430216675219;0;0;0;0;0;0;0;0,00313659012099226;0,00285725859734166;0;0;0;0;0;0;0;0
"dwór";0;0,0020421510833761;0;0;0;0;0;0;0,0391612501870945;0;0;0;0;0;0,0292633517881586;0;0;0;0
"dyrektor";0,00293597472340888;0;0,00420983479465841;0;0,00447386624519448;0,00151653497524112;0,00396704308662456;0;0;0;0;0;0;0;0;0;0;0;0
"dyrektora";0,000733993680852219;0,00147699341913821;0,00420983479465841;0;0,00223693312259724;0,00151653497524112;0;0;0;0;0;0;0;0;0;0;0;0;0
"dyrektora,";0,00123777725359893;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dyskutowaæ";0;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0,0140602922659895;0
"dzia³aæ";0;0;0;0;0,00377227353477768;0,00255742323893196;0;0;0;0;0;0;0;0;0;0;0;0;0
"dzieci";0;0,00127527991773192;0;0;0;0,00130942126986018;0;0;0;0,0117524029167663;0,00892148611975552;0;0,0044823854790362;0;0,0730973631965903;0;0;0;0
"dziecka,";0;0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0,00904715184803227;0;0
"dziecko";0,000856679692623318;0;0;0,00337526653670208;0;0;0;0;0;0;0,00241193939210685;0;0;0;0;0;0,025046546110792;0;0
"dziecko,";0;0;0,00291034427619938;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0,0148354596809049;0;0
"dzieñ";0,00146798736170444;0,00147699341913821;0,00420983479465841;0;0;0,00151653497524112;0;0;0;0;0,0020665229812835;0;0;0;0;0;0;0;0
"dziewczyna";0;0;0,00157439627473878;0;0;0,0045372365083023;0;0;0;0;0;0;0,00388294499025871;0;0;0,00795896459329271;0,0120382110700778;0,0187087349530647;0,011254473370203
"dziewczynê,";0;0;0;0;0;0;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0,012687216849389
"dziewczynka";0;0;0;0;0;0;0;0;0;0,00313659012099226;0,00285725859734166;0;0;0;0;0;0,0148354596809049;0;0
"dziewczyny.";0;0;0;0;0;0;0;0;0;0;0;0;0,0087545215995784;0;0;0,00897217545150162;0;0;0
"dziêki";0,000548998700985511;0;0;0,00648906572696388;0;0;0,00148359690153036;0,00166732938817822;0;0;0,0015456787461223;0;0;0,0228662316093013;0;0;0,00401273702335928;0;0
"dziwn¹,";0;0;0,00354964755567605;0;0;0;0;0;0;0;0;0;0,0087545215995784;0;0;0;0;0;0
"dziwnie";0;0,00249074195816226;0;0;0;0;0;0;0;0,00382559188862613;0;0;0;0;0;0;0;0;0
"dziwny";0;0;0,00873103282859813;0;0;0;0;0;0;0,00313659012099226;0;0;0,00717780326879361;0;0;0;0;0;0
"dzwoni";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0,012687216849389
"dŸwiêk";0,00123777725359893;0;0;0;0;0;0;0;0;0;0,00696980153099482;0;0;0;0;0;0;0;0
"edmund";0;0;0;0;0;0;0;0;0;0,0501854419358762;0,0400016203627833;0;0,0215334098063808;0;0;0;0;0;0
"edmund.";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,00696980153099482;0;0;0;0;0;0;0;0
"edmunda";0;0;0;0;0;0;0;0;0,0477636399035821;0;0,0139396030619896;0;0;0;0;0;0;0;0
"edmunda,";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,017424503827487;0;0;0;0;0;0;0;0
"edmunda.";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,0104547022964922;0;0;0;0;0;0;0;0
"edmundem";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,00348490076549741;0;0;0;0;0;0;0;0
"edmundem,";0;0;0;0;0;0;0;0;0;0,00313659012099226;0,00285725859734166;0,041608828323788;0;0;0;0;0;0;0
"edward";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0558877006104759;0,0438314556938861;0,0778503034958817;0,0790287016445011
"edward,";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00735625694122218;0,00741772984045245;0;0,010402207080947
"edwarda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0147125138824444;0,0148354596809049;0;0,031206621242841
"edwarda,";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0147125138824444;0,00741772984045245;0,0230559741361249;0
"edwarda.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00735625694122218;0,00741772984045245;0,0230559741361249;0
"edwardem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0180943036960645;0;0,038061650548167
"edwardzie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0;0;0,012687216849389
"efekt";0,00247555450719785;0;0;0;0,00377227353477768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"eliksir";0,00293597472340888;0;0;0,00867567305655956;0,00447386624519448;0,00151653497524112;0;0;0;0;0,0020665229812835;0;0;0;0;0;0;0;0
"eliksirem";0;0;0;0;0;0;0;0;0;0,00382559188862613;0,00348490076549741;0;0;0;0;0;0;0;0
"eliksirów";0,00247555450719785;0;0;0;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"eliksirów,";0,000856679692623318;0;0;0;0,00261083334894725;0,00177002166412881;0,00231506438047743;0;0;0;0;0;0;0;0;0;0;0;0
"eliksiru";0,0020296989426238;0,00408430216675219;0;0;0;0,00209682284466333;0;0;0;0;0;0;0;0;0;0;0;0;0
"erniego";0;0;0;0,00487676803820358;0;0;0,00334493049788217;0;0;0;0;0;0;0;0;0;0;0;0
"esme";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00897217545150162;0,00904715184803227;0;0
